id_cliente,monto_solicitado,antiguedad_empresa_meses,rubro,estado_empresa,id_ejecutivo_venta,score_equifax,consultas_equifax_ultimos_6m,unidad_gestion_asignada,tasa_interes_asignada,target_default
14087,72234.0,87,Agricultura,Activa,410,735.0,9.0,Comercial_Sur,15.97,0
14088,38710.0,96,Servicios,Activa,770,755.0,0.0,Comercial_Digital,13.95,0
14089,90368.0,72,Manufactura,Activa,634,564.0,5.0,Comercial_Norte,16.61,0
14090,26638.0,68,Comercio,Activa,718,593.0,5.0,Comercial_Sur,17.96,0
14091,15080.0,64,Comercio,Activa,713,670.0,3.0,Comercial_Digital,17.48,0
14092,113143.0,94,Manufactura,Activa,468,427.0,3.0,Comercial_Norte,20.5,1
14093,33164.0,19,Servicios,Activa,430,637.0,3.0,Comercial_Sur,16.02,0
14094,43358.0,87,Servicios,Activa,915,767.0,2.0,Unidad_Activos_Especiales,16.43,1
14095,97519.0,82,Comercio,Activa,503,677.0,2.0,Comercial_Norte,16.05,0
14096,15906.0,53,Comercio,Activa,456,673.0,4.0,Comercial_Sur,19.04,0
14097,58477.0,93,Comercio,Activa,198,734.0,5.0,Comercial_Digital,15.83,0
14098,22654.0,87,Comercio,Activa,741,690.0,3.0,Comercial_Sur,17.14,0
14099,32672.0,97,Comercio,Activa,350,575.0,-1.0,Comercial_Digital,19.49,0
14100,38477.0,52,Tecnología,Activa,836,482.0,4.0,Comercial_Norte,20.04,0
14101,10936.0,47,Comercio,Activa,395,587.0,5.0,Comercial_Digital,18.13,0
14102,19476.0,82,Comercio,Activa,507,503.0,4.0,Comercial_Sur,20.19,0
14103,107029.0,54,Servicios,Activa,458,572.0,4.0,Comercial_Sur,18.12,0
14104,73788.0,44,Servicios,Activa,721,513.0,,Comercial_Norte,19.5,0
14105,34541.0,97,Manufactura,Activa,108,561.0,4.0,Comercial_Norte,18.4,0
14106,44113.0,7,Servicios,Activa,733,451.0,6.0,Comercial_Digital,20.27,0
14107,28699.0,115,Comercio,Activa,398,531.0,5.0,Comercial_Digital,19.87,0
14108,107502.0,92,Servicios,Activa,964,641.0,2.0,Comercial_Sur,16.18,0
14109,30937.0,1,Comercio,Activa,662,666.0,6.0,Comercial_Digital,16.55,0
14110,43716.0,63,Comercio,Activa,824,644.0,,Comercial_Norte,16.83,0
14111,90837.0,103,Tecnología,Activa,661,562.0,-0.0,Comercial_Digital,19.55,0
14112,19499.0,98,Manufactura,Activa,442,612.0,4.0,Comercial_Norte,17.69,0
14113,126378.0,39,Manufactura,Activa,303,724.0,5.0,Unidad_Activos_Especiales,15.21,1
14114,10675.0,19,Comercio,Activa,249,528.0,5.0,Comercial_Digital,17.11,0
14115,133748.0,31,Comercio,Activa,703,760.0,2.0,Comercial_Norte,16.74,0
14116,26953.0,77,Servicios,Activa,702,456.0,4.0,Comercial_Digital,20.14,0
14117,29907.0,24,Comercio,Activa,109,429.0,1.0,Comercial_Norte,20.37,0
14118,8006.0,69,Manufactura,Activa,309,585.0,5.0,Comercial_Norte,18.13,0
14119,25239.0,87,Comercio,Activa,806,596.0,4.0,Comercial_Norte,19.17,0
14120,15806.0,83,Servicios,Activa,487,487.0,5.0,Comercial_Digital,20.13,0
14121,22334.0,65,Servicios,Activa,129,497.0,6.0,Unidad_Activos_Especiales,17.66,1
14122,32538.0,33,Manufactura,Activa,568,640.0,5.0,Comercial_Norte,17.99,0
14123,78138.0,59,Comercio,Activa,249,503.0,1.0,Comercial_Norte,17.67,0
14124,42877.0,114,Comercio,Activa,191,702.0,3.0,Comercial_Digital,17.18,0
14125,46450.0,33,Manufactura,Activa,812,713.0,2.0,Comercial_Digital,15.84,0
14126,15117.0,32,Comercio,Activa,463,725.0,-1.0,Comercial_Digital,16.86,0
14127,17951.0,59,Manufactura,Activa,396,439.0,5.0,Unidad_Activos_Especiales,21.22,1
14128,153120.0,92,Comercio,Activa,588,522.0,5.0,Comercial_Sur,18.54,0
14129,20168.0,101,Agricultura,Activa,755,583.0,2.0,Comercial_Sur,18.24,0
14130,136621.0,41,Manufactura,Activa,584,573.0,2.0,Comercial_Norte,18.63,0
14131,29898.0,12,Manufactura,Activa,680,567.0,4.0,Comercial_Norte,17.77,0
14132,36382.0,73,Servicios,Activa,753,676.0,3.0,Comercial_Norte,16.13,0
14133,85502.0,114,Comercio,Activa,535,661.0,6.0,Comercial_Digital,17.54,0
14134,100460.0,119,Comercio,Activa,113,513.0,3.0,Comercial_Sur,20.59,0
14135,33235.0,11,Servicios,Activa,786,486.0,2.0,Comercial_Norte,18.54,0
14136,26620.0,97,Comercio,Activa,883,476.0,5.0,Comercial_Digital,20.37,0
14137,34727.0,19,Comercio,Activa,458,512.0,,Comercial_Sur,19.08,0
14138,47589.0,54,Comercio,Activa,654,685.0,5.0,Comercial_Sur,17.4,0
14139,74091.0,57,Comercio,Activa,679,614.0,4.0,Comercial_Digital,18.25,0
14140,36439.0,42,Manufactura,Activa,866,623.0,6.0,Unidad_Activos_Especiales,17.96,1
14141,59582.0,98,Comercio,Activa,753,430.0,6.0,Comercial_Norte,19.11,0
14142,134684.0,71,Tecnología,Activa,140,627.0,1.0,Comercial_Norte,19.47,0
14143,49269.0,31,Comercio,Activa,186,626.0,4.0,Comercial_Norte,17.51,0
14144,46598.0,52,Comercio,Activa,940,720.0,4.0,Comercial_Norte,15.92,0
14145,10774.0,2,Comercio,Activa,507,559.0,4.0,Comercial_Norte,19.3,0
14146,4427.0,83,Servicios,Activa,174,552.0,,Comercial_Norte,16.88,0
14147,49548.0,38,Comercio,Activa,118,751.0,4.0,Comercial_Norte,16.52,0
14148,33663.0,32,Comercio,Activa,879,583.0,1.0,Comercial_Digital,19.23,0
14149,24057.0,10,Comercio,Activa,914,548.0,,Unidad_Activos_Especiales,17.55,1
14150,44127.0,105,Servicios,Activa,709,648.0,3.0,Comercial_Sur,17.7,0
14151,34602.0,8,Comercio,Activa,239,363.0,,Unidad_Activos_Especiales,21.48,1
14152,89521.0,90,Servicios,Activa,230,534.0,4.0,Unidad_Activos_Especiales,19.37,1
14153,38905.0,94,Agricultura,Activa,285,475.0,3.0,Comercial_Digital,18.38,0
14154,19979.0,75,Comercio,Activa,466,521.0,5.0,Unidad_Activos_Especiales,20.43,1
14155,80188.0,105,Comercio,Activa,273,571.0,7.0,Comercial_Sur,19.14,0
14156,30525.0,20,Servicios,Activa,278,479.0,4.0,Unidad_Activos_Especiales,18.77,1
14157,55339.0,20,Comercio,Activa,966,663.0,6.0,Comercial_Sur,16.56,0
14158,24787.0,9,Comercio,Activa,626,610.0,,Comercial_Norte,18.87,0
14159,21593.0,72,Servicios,Activa,910,494.0,6.0,Comercial_Norte,19.96,0
14160,38845.0,15,Servicios,Activa,505,491.0,7.0,Comercial_Norte,18.98,0
14161,36690.0,98,Comercio,Activa,364,684.0,6.0,Comercial_Sur,16.95,0
14162,53309.0,88,Agricultura,Activa,447,526.0,,Unidad_Activos_Especiales,18.72,1
14163,29292.0,97,Comercio,Activa,960,388.0,6.0,Unidad_Activos_Especiales,19.97,1
14164,8357.0,105,Agricultura,Activa,138,558.0,8.0,Comercial_Norte,18.4,0
14165,25688.0,105,Servicios,Activa,330,584.0,3.0,Comercial_Norte,18.72,0
14166,68532.0,109,Manufactura,Activa,586,477.0,5.0,Comercial_Norte,19.18,0
14167,28627.0,63,Manufactura,Activa,423,536.0,3.0,Comercial_Sur,19.48,0
14168,29819.0,104,Servicios,Activa,156,692.0,1.0,Comercial_Norte,17.54,0
14169,79946.0,91,Agricultura,Activa,551,849.0,4.0,Comercial_Digital,15.01,0
14170,20546.0,21,Comercio,Activa,362,630.0,3.0,Comercial_Digital,18.02,0
14171,10570.0,5,Comercio,Activa,613,465.0,4.0,Comercial_Norte,18.81,0
14172,31936.0,35,Manufactura,Activa,153,578.0,-1.0,Comercial_Sur,18.07,0
14173,24653.0,85,Comercio,Activa,520,612.0,5.0,Comercial_Norte,18.02,0
14174,16764.0,68,Manufactura,Activa,511,679.0,4.0,Comercial_Norte,16.76,0
14175,31562.0,113,Comercio,Activa,158,681.0,6.0,Comercial_Digital,17.57,0
14176,53809.0,48,Servicios,Activa,529,736.0,3.0,Comercial_Sur,15.86,0
14177,36047.0,80,Agricultura,Activa,546,600.0,7.0,Comercial_Digital,19.04,0
14178,46425.0,95,Servicios,Activa,518,602.0,3.0,Comercial_Sur,18.86,0
14179,154930.0,90,Servicios,Activa,966,411.0,4.0,Comercial_Norte,20.34,0
14180,27603.0,62,Servicios,Activa,982,499.0,2.0,Comercial_Digital,18.36,0
14181,45373.0,116,Manufactura,Activa,193,464.0,4.0,Comercial_Norte,20.89,0
14182,24164.0,35,Comercio,Activa,312,516.0,5.0,Comercial_Norte,20.53,0
14183,18452.0,70,Comercio,Activa,669,485.0,3.0,Comercial_Digital,19.39,0
14184,22744.0,97,Servicios,Activa,828,492.0,6.0,Comercial_Norte,20.05,0
14185,24760.0,21,Servicios,Activa,752,639.0,,Unidad_Activos_Especiales,18.35,1
14186,48416.0,80,Servicios,Activa,938,408.0,6.0,Comercial_Norte,19.44,0
14187,237818.0,111,Manufactura,Activa,311,580.0,1.0,Comercial_Sur,19.82,0
14188,20479.0,39,Comercio,Activa,912,616.0,,Unidad_Activos_Especiales,17.41,1
14189,26022.0,34,Servicios,Activa,232,570.0,9.0,Comercial_Sur,20.03,0
14190,34527.0,106,Comercio,Activa,265,733.0,-1.0,Comercial_Digital,16.76,0
14191,49843.0,15,Servicios,Activa,331,540.0,6.0,Comercial_Norte,19.25,0
14192,44839.0,6,Comercio,Activa,124,775.0,5.0,Comercial_Digital,17.07,0
14193,101445.0,66,Comercio,Activa,949,443.0,3.0,Comercial_Digital,20.7,0
14194,5213.0,88,Servicios,Activa,498,733.0,6.0,Comercial_Sur,17.27,0
14195,5380.0,56,Servicios,Activa,811,511.0,5.0,Comercial_Norte,20.11,0
14196,24423.0,49,Comercio,Activa,944,744.0,3.0,Comercial_Digital,15.39,0
14197,87364.0,92,Agricultura,Activa,147,553.0,3.0,Comercial_Norte,17.67,0
14198,10378.0,1,Comercio,Activa,151,710.0,3.0,Comercial_Sur,17.73,0
14199,3274.0,65,Servicios,Activa,159,727.0,4.0,Comercial_Digital,16.22,0
14200,57351.0,28,Comercio,Activa,572,542.0,4.0,Comercial_Sur,19.54,0
14201,44131.0,100,Servicios,Activa,890,702.0,2.0,Comercial_Digital,16.93,0
14202,15182.0,20,Servicios,Activa,552,597.0,,Comercial_Sur,18.56,0
14203,16507.0,48,Comercio,Activa,919,454.0,3.0,Comercial_Norte,20.94,0
14204,16717.0,72,Agricultura,Activa,953,651.0,4.0,Comercial_Digital,17.19,0
14205,39673.0,65,Manufactura,Activa,850,498.0,8.0,Comercial_Digital,21.03,0
14206,22003.0,90,Servicios,Activa,889,535.0,6.0,Comercial_Norte,20.19,0
14207,53920.0,51,Comercio,Activa,636,511.0,4.0,Comercial_Digital,18.9,0
14208,3701.0,43,Agricultura,Activa,282,638.0,2.0,Comercial_Sur,16.98,0
14209,18297.0,49,Comercio,Activa,338,501.0,4.0,Comercial_Digital,18.4,0
14210,14752.0,25,Comercio,Activa,163,477.0,8.0,Comercial_Digital,21.71,0
14211,29582.0,74,Servicios,Activa,420,496.0,2.0,Comercial_Digital,19.26,0
14212,23613.0,76,Comercio,Activa,615,529.0,-0.0,Comercial_Sur,19.59,0
14213,68753.0,41,Servicios,Activa,919,650.0,5.0,Comercial_Norte,16.82,0
14214,8205.0,71,Servicios,Activa,728,621.0,7.0,Unidad_Activos_Especiales,18.1,1
14215,37661.0,64,Servicios,Activa,664,689.0,,Comercial_Sur,17.48,0
14216,56765.0,61,Comercio,Activa,637,597.0,7.0,Comercial_Digital,19.26,0
14217,160383.0,12,Manufactura,Activa,711,594.0,1.0,Comercial_Digital,19.1,0
14218,24701.0,111,Comercio,Activa,818,582.0,3.0,Comercial_Norte,16.84,0
14219,47078.0,104,Manufactura,Activa,830,644.0,5.0,Comercial_Digital,18.08,0
14220,8578.0,81,Agricultura,Activa,625,712.0,,Comercial_Sur,18.22,0
14221,5358.0,69,Servicios,Activa,517,585.0,4.0,Comercial_Digital,17.92,0
14222,71383.0,14,Manufactura,Activa,671,653.0,3.0,Comercial_Digital,18.49,0
14223,36154.0,34,Comercio,Activa,764,476.0,4.0,Comercial_Norte,18.89,0
14224,93229.0,48,Comercio,Activa,665,685.0,5.0,Comercial_Sur,17.29,0
14225,12104.0,61,Comercio,Activa,866,622.0,3.0,Comercial_Sur,17.69,0
14226,55046.0,81,Comercio,Activa,510,497.0,2.0,Comercial_Norte,17.65,0
14227,161952.0,35,Comercio,Activa,120,707.0,5.0,Comercial_Sur,15.86,0
14228,50806.0,119,Servicios,Activa,646,406.0,,Unidad_Activos_Especiales,21.95,1
14229,45309.0,65,Comercio,Activa,791,373.0,4.0,Comercial_Norte,21.97,0
14230,36565.0,59,Manufactura,Activa,553,685.0,2.0,Comercial_Norte,16.65,0
14231,10335.0,114,Servicios,Activa,582,639.0,5.0,Comercial_Digital,18.22,0
14232,107415.0,114,Comercio,Activa,253,479.0,1.0,Comercial_Norte,18.34,0
14233,22277.0,36,Agricultura,Activa,754,566.0,4.0,Unidad_Activos_Especiales,18.32,1
14234,54371.0,79,Manufactura,Activa,104,647.0,,Unidad_Activos_Especiales,16.42,1
14235,10400.0,19,Manufactura,Activa,772,626.0,5.0,Comercial_Sur,15.85,0
14236,14135.0,115,Manufactura,Activa,732,844.0,6.0,Comercial_Sur,15.23,0
14237,114470.0,42,Servicios,Activa,820,515.0,6.0,Comercial_Digital,19.73,0
14238,27506.0,69,Comercio,Activa,783,376.0,5.0,Comercial_Norte,21.07,0
14239,116148.0,19,Servicios,Activa,887,389.0,,Unidad_Activos_Especiales,20.67,1
14240,34112.0,107,Servicios,Activa,845,371.0,5.0,Comercial_Digital,20.03,0
14241,8321.0,39,Comercio,Activa,411,814.0,6.0,Comercial_Sur,14.64,0
14242,74136.0,69,Manufactura,Activa,421,600.0,2.0,Comercial_Digital,18.62,0
14243,22654.0,52,Agricultura,Activa,730,794.0,6.0,Comercial_Norte,14.51,0
14244,63510.0,12,Comercio,Activa,619,565.0,6.0,Comercial_Digital,19.7,0
14245,37055.0,83,Comercio,Activa,950,509.0,3.0,Comercial_Digital,17.88,0
14246,10567.0,47,Comercio,Activa,163,427.0,3.0,Comercial_Digital,18.58,0
14247,41417.0,76,Manufactura,Activa,768,560.0,2.0,Comercial_Sur,18.67,0
14248,210445.0,36,Comercio,Activa,531,614.0,6.0,Unidad_Activos_Especiales,18.44,1
14249,53873.0,63,Comercio,Activa,989,508.0,3.0,Unidad_Activos_Especiales,19.9,1
14250,34682.0,76,Comercio,Activa,758,440.0,3.0,Comercial_Sur,19.09,0
14251,85843.0,82,Servicios,Activa,748,665.0,4.0,Comercial_Norte,16.8,0
14252,42982.0,113,Servicios,Activa,683,684.0,2.0,Comercial_Norte,17.04,0
14253,42943.0,51,Servicios,Activa,468,547.0,5.0,Comercial_Digital,19.61,0
14254,15164.0,112,Servicios,Activa,114,534.0,3.0,Comercial_Norte,17.13,0
14255,43786.0,43,Agricultura,Activa,581,429.0,6.0,Comercial_Sur,20.54,0
14256,83146.0,34,Servicios,Activa,423,663.0,,Comercial_Norte,17.36,0
14257,18604.0,112,Agricultura,Activa,418,554.0,7.0,Comercial_Norte,17.64,0
14258,113504.0,97,Tecnología,Activa,190,332.0,1.0,Comercial_Norte,22.26,0
14259,33747.0,49,Comercio,Activa,402,451.0,1.0,Comercial_Norte,19.47,0
14260,17850.0,18,Comercio,Activa,368,656.0,4.0,Comercial_Digital,17.87,0
14261,80669.0,61,Servicios,Activa,579,566.0,4.0,Comercial_Sur,19.72,0
14262,28870.0,57,Comercio,Activa,198,416.0,,Unidad_Activos_Especiales,19.77,1
14263,66677.0,93,Servicios,Activa,467,605.0,7.0,Comercial_Sur,16.94,0
14264,28756.0,109,Servicios,Activa,401,516.0,3.0,Comercial_Norte,20.42,0
14265,34618.0,5,Comercio,Activa,903,536.0,5.0,Comercial_Digital,19.34,0
14266,53898.0,89,Servicios,Activa,109,573.0,5.0,Comercial_Digital,18.86,0
14267,45831.0,24,Comercio,Activa,538,769.0,3.0,Comercial_Digital,14.3,0
14268,7358.0,93,Comercio,Activa,634,768.0,,Comercial_Norte,15.9,0
14269,14809.0,64,Manufactura,Activa,378,403.0,4.0,Comercial_Norte,21.02,0
14270,76384.0,59,Comercio,Activa,167,594.0,6.0,Comercial_Norte,19.0,0
14271,32673.0,38,Servicios,Activa,232,455.0,6.0,Comercial_Norte,20.83,0
14272,23885.0,33,Servicios,Activa,615,494.0,-1.0,Comercial_Norte,19.4,0
14273,12248.0,10,Comercio,Activa,513,414.0,1.0,Comercial_Sur,20.12,0
14274,15309.0,37,Comercio,Activa,204,443.0,4.0,Comercial_Norte,21.12,1
14275,7205.0,97,Servicios,Activa,324,481.0,6.0,Comercial_Digital,20.24,0
14276,33489.0,87,Servicios,Activa,339,703.0,4.0,Comercial_Sur,14.86,0
14277,22500.0,11,Servicios,Activa,843,516.0,5.0,Comercial_Norte,18.41,0
14278,16760.0,24,Agricultura,Activa,217,405.0,10.0,Comercial_Norte,21.79,0
14279,34389.0,88,Comercio,Activa,629,600.0,3.0,Comercial_Sur,16.18,0
14280,48590.0,71,Comercio,Activa,515,582.0,5.0,Comercial_Sur,17.34,0
14281,193795.0,114,Servicios,Activa,516,574.0,4.0,Comercial_Norte,19.46,0
14282,10835.0,21,Manufactura,Activa,925,661.0,6.0,Comercial_Digital,16.17,0
14283,91813.0,20,Servicios,Activa,737,723.0,6.0,Comercial_Norte,14.48,0
14284,79101.0,117,Comercio,Activa,929,572.0,5.0,Comercial_Sur,17.68,0
14285,19472.0,10,Servicios,Activa,810,627.0,7.0,Comercial_Sur,16.89,0
14286,42727.0,89,Servicios,Activa,715,575.0,7.0,Comercial_Norte,17.82,0
14287,25182.0,47,Servicios,Activa,211,651.0,5.0,Comercial_Sur,16.9,0
14288,42131.0,100,Manufactura,Activa,113,383.0,4.0,Unidad_Activos_Especiales,21.66,1
14289,121456.0,112,Comercio,Activa,877,662.0,5.0,Comercial_Digital,18.42,0
14290,58952.0,47,Servicios,Activa,716,628.0,1.0,Comercial_Digital,16.4,0
14291,54551.0,15,Manufactura,Activa,599,434.0,3.0,Unidad_Activos_Especiales,19.46,1
14292,25739.0,44,Agricultura,Activa,906,751.0,2.0,Unidad_Activos_Especiales,16.62,1
14293,11078.0,104,Agricultura,Activa,328,464.0,6.0,Comercial_Sur,21.62,0
14294,30737.0,104,Servicios,Activa,785,633.0,7.0,Comercial_Digital,16.08,0
14295,95348.0,114,Servicios,Activa,502,504.0,5.0,Comercial_Sur,19.59,0
14296,10703.0,62,Servicios,Activa,206,588.0,4.0,Unidad_Activos_Especiales,18.7,1
14297,15614.0,6,Manufactura,Activa,904,800.0,3.0,Comercial_Norte,14.88,0
14298,40176.0,101,Comercio,Activa,338,678.0,6.0,Comercial_Digital,15.16,0
14299,16519.0,66,Comercio,Activa,102,588.0,,Comercial_Digital,19.76,0
14300,19264.0,76,Agricultura,Activa,859,623.0,4.0,Unidad_Activos_Especiales,15.21,1
14301,25877.0,4,Comercio,Activa,746,541.0,4.0,Comercial_Digital,16.63,0
14302,12179.0,23,Comercio,Activa,426,649.0,3.0,Comercial_Digital,17.58,0
14303,16659.0,13,Agricultura,Activa,856,609.0,5.0,Comercial_Norte,17.49,0
14304,63751.0,81,Comercio,Activa,663,478.0,3.0,Comercial_Digital,20.65,0
14305,12760.0,31,Comercio,Activa,537,771.0,4.0,Comercial_Digital,13.74,0
14306,10114.0,16,Agricultura,Activa,137,724.0,2.0,Comercial_Sur,16.35,0
14307,21938.0,41,Comercio,Activa,674,514.0,5.0,Comercial_Digital,21.13,0
14308,65223.0,90,Servicios,Activa,931,703.0,8.0,Comercial_Norte,15.79,0
14309,31022.0,92,Servicios,Activa,475,482.0,5.0,Comercial_Sur,20.49,0
14310,25043.0,1,Agricultura,Activa,105,646.0,6.0,Comercial_Sur,17.92,0
14311,37627.0,111,Comercio,Activa,813,535.0,6.0,Unidad_Activos_Especiales,18.74,1
14312,8986.0,12,Comercio,Activa,739,768.0,4.0,Comercial_Norte,17.18,0
14313,53947.0,101,Servicios,Activa,407,633.0,4.0,Comercial_Norte,17.53,0
14314,49353.0,119,Servicios,Activa,733,445.0,3.0,Comercial_Digital,19.77,0
14315,26175.0,56,Comercio,Activa,221,702.0,6.0,Comercial_Digital,16.54,0
14316,81206.0,50,Servicios,Activa,271,556.0,5.0,Comercial_Norte,16.29,0
14317,14735.0,20,Tecnología,Activa,519,551.0,6.0,Comercial_Norte,16.83,0
14318,89530.0,66,Comercio,Activa,419,603.0,4.0,Comercial_Digital,17.88,0
14319,41093.0,36,Comercio,Activa,346,543.0,0.0,Comercial_Norte,19.4,0
14320,27744.0,79,Comercio,Activa,894,779.0,3.0,Comercial_Digital,14.21,0
14321,35743.0,38,Servicios,Activa,720,681.0,6.0,Comercial_Sur,14.94,0
14322,33329.0,22,Comercio,Activa,292,416.0,,Unidad_Activos_Especiales,20.12,1
14323,96397.0,108,Servicios,Activa,996,527.0,6.0,Comercial_Sur,18.9,0
14324,15347.0,61,Agricultura,Activa,531,469.0,7.0,Comercial_Digital,21.9,0
14325,19732.0,50,Comercio,Activa,952,697.0,6.0,Comercial_Digital,17.0,0
14326,83203.0,96,Comercio,Activa,264,593.0,6.0,Comercial_Digital,18.73,0
14327,22552.0,59,Comercio,Activa,350,502.0,-1.0,Comercial_Norte,21.11,0
14328,74640.0,20,Comercio,Activa,447,757.0,4.0,Comercial_Digital,17.62,0
14329,141428.0,36,Manufactura,Activa,148,650.0,4.0,Comercial_Digital,18.11,0
14330,26333.0,97,Comercio,Activa,410,619.0,6.0,Comercial_Sur,18.59,0
14331,62636.0,15,Manufactura,Activa,138,614.0,4.0,Comercial_Digital,17.06,0
14332,14430.0,62,Manufactura,Activa,263,464.0,1.0,Comercial_Digital,19.73,0
14333,66422.0,114,Servicios,Activa,293,656.0,1.0,Comercial_Sur,16.44,0
14334,42597.0,110,Agricultura,Activa,549,558.0,3.0,Comercial_Norte,19.34,0
14335,53020.0,3,Comercio,Activa,167,687.0,9.0,Comercial_Digital,17.21,0
14336,21667.0,93,Servicios,Activa,869,664.0,5.0,Comercial_Digital,18.3,0
14337,9616.0,111,Comercio,Activa,932,594.0,5.0,Comercial_Digital,19.06,0
14338,54317.0,91,Comercio,Activa,715,517.0,1.0,Unidad_Activos_Especiales,18.85,1
14339,6969.0,5,Comercio,Activa,373,766.0,6.0,Comercial_Sur,15.95,0
14340,28173.0,56,Servicios,Activa,780,466.0,3.0,Comercial_Sur,21.89,0
14341,77107.0,31,Tecnología,Activa,965,543.0,7.0,Comercial_Digital,18.74,0
14342,42341.0,86,Comercio,Activa,830,714.0,,Comercial_Norte,16.4,0
14343,172590.0,35,Agricultura,Activa,222,679.0,,Unidad_Activos_Especiales,16.57,1
14344,82462.0,118,Agricultura,Activa,839,516.0,,Unidad_Activos_Especiales,19.46,1
14345,21523.0,71,Servicios,Activa,602,530.0,5.0,Comercial_Digital,19.33,0
14346,37118.0,70,Servicios,Activa,266,532.0,6.0,Comercial_Sur,20.0,0
14347,34965.0,26,Servicios,Activa,765,457.0,3.0,Comercial_Sur,19.6,0
14348,10242.0,118,Manufactura,Activa,558,800.0,6.0,Comercial_Norte,15.26,0
14349,17114.0,1,Comercio,Activa,715,585.0,7.0,Comercial_Sur,16.99,0
14350,23188.0,83,Comercio,Activa,614,646.0,6.0,Comercial_Norte,16.15,0
14351,7123.0,7,Comercio,Activa,788,648.0,,Comercial_Norte,18.27,0
14352,37722.0,36,Agricultura,Activa,127,678.0,,Unidad_Activos_Especiales,15.4,1
14353,29755.0,76,Comercio,Activa,243,558.0,4.0,Comercial_Norte,19.16,0
14354,9525.0,84,Manufactura,Activa,582,565.0,6.0,Comercial_Digital,17.66,0
14355,50180.0,87,Servicios,Activa,222,683.0,5.0,Comercial_Norte,15.48,0
14356,64389.0,25,Manufactura,Activa,215,421.0,1.0,Comercial_Sur,21.13,0
14357,43548.0,94,Agricultura,Activa,121,749.0,4.0,Comercial_Sur,18.1,0
14358,28022.0,59,Comercio,Activa,435,774.0,7.0,Comercial_Digital,15.85,0
14359,58288.0,61,Comercio,Activa,708,625.0,6.0,Comercial_Norte,17.21,0
14360,62578.0,29,Servicios,Activa,432,506.0,3.0,Comercial_Sur,18.76,0
14361,46440.0,95,Tecnología,Activa,148,685.0,1.0,Comercial_Sur,15.84,0
14362,18776.0,18,Manufactura,Activa,608,581.0,3.0,Comercial_Sur,18.07,0
14363,45310.0,41,Manufactura,Activa,383,614.0,4.0,Comercial_Sur,18.67,0
14364,94503.0,19,Servicios,Activa,335,622.0,3.0,Comercial_Sur,17.79,0
14365,22532.0,118,Comercio,Activa,499,534.0,,Comercial_Norte,18.81,0
14366,194532.0,4,Servicios,Activa,163,635.0,5.0,Comercial_Norte,15.83,0
14367,23849.0,65,Comercio,Activa,287,454.0,-1.0,Comercial_Digital,18.89,0
14368,37269.0,41,Servicios,Activa,293,380.0,6.0,Comercial_Sur,20.24,0
14369,21205.0,15,Servicios,Activa,125,636.0,6.0,Comercial_Digital,17.1,0
14370,43417.0,54,Agricultura,Activa,269,704.0,5.0,Comercial_Norte,16.35,0
14371,9011.0,64,Agricultura,Activa,486,549.0,,Comercial_Norte,20.45,0
14372,23463.0,72,Comercio,Activa,719,543.0,3.0,Comercial_Digital,19.08,0
14373,15158.0,15,Servicios,Activa,376,665.0,4.0,Comercial_Norte,16.62,0
14374,40468.0,79,Manufactura,Activa,899,598.0,7.0,Comercial_Sur,18.86,0
14375,80463.0,50,Servicios,Activa,809,543.0,4.0,Comercial_Sur,19.81,0
14376,60889.0,103,Comercio,Activa,296,631.0,5.0,Comercial_Norte,17.66,0
14377,5446.0,22,Comercio,Activa,123,601.0,5.0,Comercial_Sur,17.82,0
14378,186029.0,18,Comercio,Activa,354,475.0,4.0,Comercial_Digital,21.28,0
14379,45992.0,80,Servicios,Activa,676,519.0,4.0,Unidad_Activos_Especiales,19.43,1
14380,19512.0,2,Comercio,Activa,890,618.0,1.0,Comercial_Digital,16.51,0
14381,41180.0,36,Servicios,Activa,691,547.0,6.0,Comercial_Norte,18.45,0
14382,41813.0,20,Comercio,Activa,107,693.0,6.0,Comercial_Sur,17.0,0
14383,21301.0,16,Comercio,Activa,656,578.0,4.0,Comercial_Norte,17.94,1
14384,42546.0,67,Servicios,Activa,572,572.0,6.0,Comercial_Sur,18.97,0
14385,22338.0,30,Servicios,Activa,465,543.0,,Unidad_Activos_Especiales,17.38,1
14386,26279.0,55,Manufactura,Activa,750,562.0,0.0,Comercial_Norte,19.44,0
14387,20973.0,66,Comercio,Activa,668,578.0,2.0,Comercial_Sur,17.94,0
14388,11543.0,99,Comercio,Activa,111,581.0,3.0,Comercial_Sur,17.72,0
14389,40809.0,26,Servicios,Activa,171,353.0,3.0,Unidad_Activos_Especiales,22.54,1
14390,58002.0,57,Agricultura,Activa,162,603.0,4.0,Comercial_Digital,17.9,0
14391,54825.0,69,Servicios,Activa,262,632.0,,Comercial_Sur,16.94,0
14392,69978.0,2,Agricultura,Activa,649,846.0,7.0,Comercial_Sur,14.17,0
14393,47074.0,115,Tecnología,Activa,376,644.0,-0.0,Comercial_Sur,17.19,0
14394,23714.0,56,Agricultura,Activa,662,465.0,4.0,Unidad_Activos_Especiales,19.52,1
14395,71092.0,84,Tecnología,Activa,501,436.0,3.0,Comercial_Digital,20.79,0
14396,12259.0,62,Manufactura,Activa,605,494.0,1.0,Comercial_Sur,19.51,0
14397,17667.0,34,Agricultura,Activa,989,550.0,5.0,Comercial_Digital,19.58,0
